Ciudad,Fecha,Num. Nota,RUT,Razón Social,Canal,Fecha Entrega,Forma de Pago,Num. Ord .Compra,Tot. Neto,Item,Código,Descriptor,Cantidad,Cant. Desp.,Precio Unitario,Pendiente,Terminado,Marca,Línea,Sub Línea 1,Sub Línea 2,Clasificación,Cod. Vend. Cartera,Nombre Vendedor Cartera,Cod. Vendedor,Nombre Vendedor N/V
P. Arenas                ,2025-07-17 00:00:00,325950,61980960-2   ,SERVICIO LOCAL DE EDUCACION PUBLICA MAGALLANES    ,Chilecompra                   ,2025-07-17 00:00:00,Credito                                 ,1233613-1009-SE25                       ,3676219,40,3807922                       ,PLASTIFICADORA FELLOWES SPECTRA A4-OFICIO,1,0,77219.1,1,NO,FELLOWES                                ,LIBRERÍA                                ,EQUIPOS DE OFICINA E INSUMOS            ,PLASTIFICADORAS Y SELLADORAS            ,STOCK                                   ,CMI                           ,Carolina Miranda                             ,CMI                           ,Carolina Miranda                             
P. Arenas                ,2025-07-18 00:00:00,325951,93659000-4   ,CONSTRUCTORA SALFA S.A.                           ,Otras Personas Jurídicas      ,2025-07-18 00:00:00,Credito                                 ,45009368020                             ,297395,1,7276328                       ,ENDULZANTE DAILY SUCRALOSA TABLETA 500UN     ,15,0,3600,15,NO,DAILY                                   ,ALIMENTOS                               ,AZÚCAR Y ENDULZANTES                    ,ENDULZANTE TABLETAS                     ,STOCK                                   ,GCM                           ,Ghislaine Cordova Moraga                     ,GCM                           ,Ghislaine Cordova Moraga                     
P. Arenas                ,2025-07-18 00:00:00,325953,61980960-2   ,SERVICIO LOCAL DE EDUCACION PUBLICA MAGALLANES    ,Chilecompra                   ,2025-07-18 00:00:00,Credito                                 ,1233613-1077-SE25                       ,148732,1,7772940                       ,BORRADOR PROARTE MADERA P/PIZARRA            ,8,0,1012.69,8,NO,PROARTE                                 ,LIBRERÍA                                ,PIZARRAS Y BORRADORES                   ,BORRADOR                                ,F MAESTRA                               ,CMI                           ,Carolina Miranda                             ,CMI                           ,Carolina Miranda                             
P. Arenas                ,2025-07-18 00:00:00,325955,61980960-2   ,SERVICIO LOCAL DE EDUCACION PUBLICA MAGALLANES    ,Chilecompra                   ,2025-07-18 00:00:00,Credito                                 ,1233613-1090-SE25                       ,300279,20,7001183                       ,SCOTCH SELLOCINTA 12X45MM CRISTAL            ,6,0,373.66,6,NO,SELLOCINTA                              ,LIBRERÍA                                ,OFICINA Y ESCRITORIO                    ,CINTAS ADHESIVAS Y EMBALAJE             ,DE SALIDA                               ,CMI                           ,Carolina Miranda                             ,CMI                           ,Carolina Miranda                             
P. Arenas                ,2025-07-18 00:00:00,325955,61980960-2   ,SERVICIO LOCAL DE EDUCACION PUBLICA MAGALLANES    ,Chilecompra                   ,2025-07-18 00:00:00,Credito                                 ,1233613-1090-SE25                       ,300279,14,3814259                       ,MARCADOR PROARTE PIZARRA ROSADO,2,0,746.13,2,NO,PROARTE                                 ,LIBRERÍA                                ,MARCADORES LÁPICES Y OTROS              ,PLUMONES Y MARCADORES                   ,F MAESTRA                               ,CMI                           ,Carolina Miranda                             ,CMI                           ,Carolina Miranda                             
P. Arenas                ,2025-07-18 00:00:00,325955,61980960-2   ,SERVICIO LOCAL DE EDUCACION PUBLICA MAGALLANES    ,Chilecompra                   ,2025-07-18 00:00:00,Credito                                 ,1233613-1090-SE25                       ,300279,25,3813436                       ,PLASTICO DIAZOL P/TERMOLAM OFICIO 0.5MM 100UN,2,0,16919,2,NO,DIAZOL                                  ,LIBRERÍA                                ,EQUIPOS DE OFICINA E INSUMOS            ,TERMOLAMINADO                           ,STOCK                                   ,CMI                           ,Carolina Miranda                             ,CMI                           ,Carolina Miranda                             
P. Arenas                ,2025-07-18 00:00:00,325955,61980960-2   ,SERVICIO LOCAL DE EDUCACION PUBLICA MAGALLANES    ,Chilecompra                   ,2025-07-18 00:00:00,Credito                                 ,1233613-1090-SE25                       ,300279,10,3504777                       ,MARCADOR ARTLINE PIZARRA 500 P/REDONDA ROJA,3,0,1451.8,3,NO,ARTLINE                                 ,LIBRERÍA                                ,MARCADORES LÁPICES Y OTROS              ,PLUMONES Y MARCADORES                   ,STOCK                                   ,CMI                           ,Carolina Miranda                             ,CMI                           ,Carolina Miranda                             
P. Arenas                ,2025-07-18 00:00:00,325955,61980960-2   ,SERVICIO LOCAL DE EDUCACION PUBLICA MAGALLANES    ,Chilecompra                   ,2025-07-18 00:00:00,Credito                                 ,1233613-1090-SE25                       ,300279,9,3504779                       ,MARCADOR ARTLINE PIZARRA 500 P/REDONDA NEGRO,5,0,1451.8,5,NO,ARTLINE                                 ,LIBRERÍA                                ,MARCADORES LÁPICES Y OTROS              ,PLUMONES Y MARCADORES                   ,STOCK                                   ,CMI                           ,Carolina Miranda                             ,CMI                           ,Carolina Miranda                             
P. Arenas                ,2025-07-18 00:00:00,325955,61980960-2   ,SERVICIO LOCAL DE EDUCACION PUBLICA MAGALLANES    ,Chilecompra                   ,2025-07-18 00:00:00,Credito                                 ,1233613-1090-SE25                       ,300279,17,6100019                       ,PIZARRA CORCHO BISILQUE 60X90                ,1,0,50008.56,1,NO,BISILQUE                                ,LIBRERÍA                                ,PIZARRAS Y BORRADORES                   ,PIZARRAS                                ,STOCK                                   ,CMI                           ,Carolina Miranda                             ,CMI                           ,Carolina Miranda                             
P. Arenas                ,2025-07-18 00:00:00,325955,61980960-2   ,SERVICIO LOCAL DE EDUCACION PUBLICA MAGALLANES    ,Chilecompra                   ,2025-07-18 00:00:00,Credito                                 ,1233613-1090-SE25                       ,300279,18,3813429                       ,PLASTICO DIAZOL P/TERMOLAM. CARTA 0.5MM 100UN,1,0,15497.37,1,NO,DIAZOL                                  ,LIBRERÍA                                ,EQUIPOS DE OFICINA E INSUMOS            ,TERMOLAMINADO                           ,F MAESTRA                               ,CMI                           ,Carolina Miranda                             ,CMI                           ,Carolina Miranda                             
P. Arenas                ,2025-07-18 00:00:00,325955,61980960-2   ,SERVICIO LOCAL DE EDUCACION PUBLICA MAGALLANES    ,Chilecompra                   ,2025-07-18 00:00:00,Credito                                 ,1233613-1090-SE25                       ,300279,4,3803901                       ,CORCHETERA STANLEY TR-35 IMPACTO PLASTICA,1,0,16491,1,NO,STANLEY                                 ,LIBRERÍA                                ,OFICINA Y ESCRITORIO                    ,CORCHETERAS Y CORCHETES                 ,F MAESTRA                               ,CMI                           ,Carolina Miranda                             ,CMI                           ,Carolina Miranda                             
P. Arenas                ,2025-07-18 00:00:00,325955,61980960-2   ,SERVICIO LOCAL DE EDUCACION PUBLICA MAGALLANES    ,Chilecompra                   ,2025-07-18 00:00:00,Credito                                 ,1233613-1090-SE25                       ,300279,23,7772659                       ,"TIJERA ISOFIT OFICINA 7"" 18 CM",18,2,1253.07,16,NO,ISOFIT                                  ,LIBRERÍA                                ,OFICINA Y ESCRITORIO                    ,TIJERAS                                 ,F MAESTRA                               ,CMI                           ,Carolina Miranda                             ,CMI                           ,Carolina Miranda                             
P. Arenas                ,2025-07-18 00:00:00,325955,61980960-2   ,SERVICIO LOCAL DE EDUCACION PUBLICA MAGALLANES    ,Chilecompra                   ,2025-07-18 00:00:00,Credito                                 ,1233613-1090-SE25                       ,300279,8,3504781                       ,MARCADOR ARTLINE PIZARRA 500 P/REDONDA AZUL,10,0,1451.8,10,NO,ARTLINE                                 ,LIBRERÍA                                ,MARCADORES LÁPICES Y OTROS              ,PLUMONES Y MARCADORES                   ,STOCK                                   ,CMI                           ,Carolina Miranda                             ,CMI                           ,Carolina Miranda                             
P. Arenas                ,2025-07-18 00:00:00,325955,61980960-2   ,SERVICIO LOCAL DE EDUCACION PUBLICA MAGALLANES    ,Chilecompra                   ,2025-07-18 00:00:00,Credito                                 ,1233613-1090-SE25                       ,300279,16,3813851                       ,PEGAMENTO TORRE BARRA 115GR                  ,41,0,2476.39,41,NO,TORRE                                   ,LIBRERÍA                                ,OFICINA Y ESCRITORIO                    ,PEGAMENTO EN BARRA                      ,STOCK                                   ,CMI                           ,Carolina Miranda                             ,CMI                           ,Carolina Miranda                             
